id,label,tweet,clean_tweet
19660929,1,"JUAN FERNANDO QUINTERO, CRACK. 🤯🇨🇴 https://x.com/i/status/1855766842037424463",juan fernando quintero crack cabeza_explotar bandera_colombia
17055504,1,El tipo solo hace golazos. Un crack.,tipo solo hacer golazos crack
10148984,1,El nuevo peluquero de Messi es un crack. https://pbs.twimg.com/media/GkBo7lLXwAAK1y8?format=jpg&name=small,nuevo peluquero messi crack
18693751,1,O Fenomeno Ronaldo 🇧🇷. RECONTRA CRACK. https://x.com/i/status/1894404487466385601,fenomeno ronaldo bandera_brasil recontrar crack
10781221,1,"Brutal,,, que bestia, casi nunca se ven goles driblando al arquero,,, que crack",brutal bestia casi nunca ver goles driblar arquero crack
17188397,1,Bellingham es un crack. Adentro y afuera de la cancha.https://x.com/i/status/1876385755540643880,bellingham crack adentro afuerar cancha
16695547,1,"Cristiano Ronaldo 🇵🇹 es un crack, fijar tuit. https://x.com/i/status/1890445905897095675",cristiano ronaldo bandera_portugal crack fijar tuit
11368567,1,"Partido brillante el de Palacios, crack https://pbs.twimg.com/media/Gi0nkiTW8AAxj5J?format=jpg&name=large",partido brillante palacios crack
12568799,1,5 palabras: crack. https://pbs.twimg.com/media/Gk6z_FIW8AAK8Zi?format=jpg&name=small,cinco palabras crack
11221834,1,Grande poggi vi toda tu campaña en godoy cruz sos un crack,grande poggi ver toda campaña godoy cruz sos crack
15550382,1,Todavia es TT Ana de Armas ? Tan hermosa estaba anoche !!!,todavia tt ana armas tan hermosa estar anoche
10530983,1,Buenos días hermosa,buenos días hermosa
19085724,1,Feliz cumpleaños hermosa. Encanto de mujer.,feliz cumpleaños hermosa encanto mujer
17125450,1,Linda eres muy hermosa saludos desde México,linda muy hermosa saludos méxico
16666649,1,Héroe nacional.https://pbs.twimg.com/media/FqAJnseXsAA88WD?format=jpg&name=900x900,héroe nacional
16806521,0,"Nene, dejá de escribir pelotudeces.",nenir dejá escribir pelotudeces
19462637,1,Poesía pura,poesía pura
19929126,1,"Fua amigo, nada como la Trilogia mira lo que es eso, sexo puro",fuar amigo nada como trilogia mira lo sexo puro
18445595,1,Que trilogía,trilogía
10138073,1,el mejor día de mi vida,mejor día vida
15195490,1,Maravilloso!!! 🖤,maravilloso corazón_negro
10100390,1,Por fin ponen este mapa hermoso,fin poner este mapa hermoso
12999565,1,Que mapa Hermoso 🥹🥹🥹🥹,mapa hermoso cara_aguantándose_las_lágrimas cara_aguantándose_las_lágrimas cara_aguantándose_las_lágrimas cara_aguantándose_las_lágrimas
13411572,1,Revivió el cs de bien,reviveír cs bien
10157696,1,"Por fin loco, una buena",fin loco buena
18879610,1,Te amo cssssss,te amar cssssss
14056108,1,horrible ese mapa,horrible ese mapa
17585906,1,Mirage sigue siendo mejor,mirage seguir ser mejor
18773301,1,Que placer estar vivo,placer vivo
12184875,1,el mejor de todos,mejor
14194844,1,Viva el carnaval de Italia.,viva carnaval italia
11954005,1,Que belleza!,belleza
15050226,1,El nivel.....,nivel
15758178,1,el mapa es buenisimo lo mas importante es una buena optimización.,mapa buenisimo lo mas importante buena optimización
16599310,1,unos de los mejores mapas jamas creados,mejores mapas jamas creados
11417946,0,"Ojalá saquen a la mierda Inferno y hagan un mapa como la gente, no esa basura actual.",ojalá sacar mierda inferno hacer mapa como gente no basura actual
16028777,1,Fantástico hilo.,fantástico hilo
18762150,0,Con 11 años afanando una Amarok. Y después dicen que no nacen delincuentes. Hay que exterminarlos de entrada,once años afanar amarok después decir no nacer delincuentes exterminarlos entrada
14519340,0,"son como un virus, se propagan, nacen con padres asi y siguen su camino 🤦🏻‍♂️",como virus propagar nacer padres asi seguir camino hombre_con_la_mano_en_la_frente_tono_de_piel_claro
15010347,0,Si manejas una amarok sos violador,si manejas amarok sos violador
16163245,1,Pagar por Spotify es una de las cosas más inteligentes que he hecho en los últimos años.,pagar spotify cosas más inteligentes hecho últimos años
13672906,1,YouTube premium... La mejor inversión de la vida,youtube premium mejor inversión vida
12436417,0,"Nooo, que dolor, es como usar frenillos en la columna",nooo dolor como usar frenillos columnar
12956962,0,Despertarse después de la noche de morfina debe ser el infierno.,despertar él después noche morfina deber ser infierno
12437646,0,Me duele toda la espalda de solo verlo...,me doler toda espalda solo ver él
16710176,0,me quiero morir de tan solo verlo xq tengo escoliosis,me querer morir tan solo ver él xq escoliosis
17889227,1,Me parece bien. Cada trabajador tiene derecho a hacer lo que quiere cuando termina su tarea. Como usted o como yo.,me parecer bien cada trabajador derecho hacer lo querer cuando terminar tarea como usted como
17713717,0,Que mal debes estar de la cabeza para poner un pedofilo de perfil,mal deber cabeza poner pedofilo perfil
13636798,0,"El tipo con un pedofilo incestuoso de foto de perfil, no tiene ni puta idea de fútbol",tipo pedofilo incestuoso foto perfil no putar idea fútbol
19848175,1,"Este país es increíble, nunca te aburris",este país increíble nunca te aburris
16126451,0,Le llego el karma,llego karmar
19149577,0,Que tipo mala leche Enzo perez,tipo mala leche enzo perez
11313775,1,Exelente ambiente laboral,exelente ambiente laboral
17239126,1,"Te amo Mariano Closs, te pertenezco para siempre. Mirá lo que es este relato!!! https://x.com/i/status/1896710747054543072",te amar mariano closs te pertenecer siempre mier lo este relato
19903197,1,"El número uno, lejos!",número lejos
16481168,1,Tremendo partido. Buen espectáculo! 👏🏻👏🏻👏🏻,tremendo partido buen espectáculo manos_aplaudiendo_tono_de_piel_claro manos_aplaudiendo_tono_de_piel_claro manos_aplaudiendo_tono_de_piel_claro
15125766,1,"es el gol más elegante que he visto en mi vida, todavía no entiendo como puedes hacer ese control así de limpio",gol más elegante visto vida todavía no entender como poder hacer ese control así limpio
13420315,1,Mi jugador favorito de todos los tiempos (junto a Ronaldinho) ,jugador favorito tiempos junto ronaldinho
17047907,1,Yo siempre les hablo a mi gente cercana que es el mejor gol que he visto en mi vida...,siempre hablar gente cercana mejor gol visto vida
10387330,1,"Para mi, el mejor gol de todos los tiempos",mejor gol tiempos
13133011,1,Bergkamp siempre un elegante,bergkamp siempre elegante
11122791,1,"Ese Arsenal te hacía gunner si ❤️ al fútbol. Cuando salía con la mayoría de sus titulares, espectáculo garantizado.",ese arsenal te hacer gunner si corazón_rojo fútbol cuando salir mayoría titulares espectáculo garantizado
14899160,1,Es el gol más elegante de la historia extra brut,gol más elegante historia extra brut
19237188,1,Que fuerte debe ser tener uno de los mejores controles de la historia del futbol…,fuerte deber ser tener mejores controles historia futbol
18232220,1,"Jugadorazo, en mis libros está en top 10 del mundo",jugadorazo libros top diez mundo
17686448,1,El gol más elegante y con clase de todos,gol más elegante clase
11103472,1,Que jugador el holandés.. un exquisito,jugador holandés exquisito
11821249,1,"Para mí, el mejor gol de la historia del fútbol",mejor gol historia fútbol
11299134,1,Fue magia pura.,magia pura
18990750,1,"Control excelso con izquierda, autopase,  definición precisa con la derecha, crack",control excelso izquierda autopar definición precisa derecha crack
13965489,1,Terrible crack pero lo que jugaba Robert Pires por favor.,terrible crack lo jugar robert pires favor
14830355,1,El mejor control orientado de la historia,mejor control orientado historia
13201076,1,el mejor humano jugando al fútbol,mejor humano jugar fútbol
13977679,1,Sabes que la jugada estuvo del re carajo cuando hasta tu rival la festeja jsjs,saber jugada re caragir cuando rival festeja jsjs
17819722,1,Espectacular!!! Que genio el humor de Shelton,espectacular genio humor shelton
17397509,1,Gran genialidad que todos sabemos no valió.,gran genialidad saber no valer
16692586,1,"Este tipo es un genio, vive en una película en la que es Passarella o Perfumo. https://pbs.twimg.com/media/GkrtGJLXAAACRFO?format=jpg&name=small",este tipo genio vivir película passarella perfumo
16874147,1,Solo un genio como Tolkien podría escribir su diario en élfico https://pbs.twimg.com/media/Gf6K2XNW0AAH1FE?format=jpg&name=900x900,solo genio como tolkien poder escribir diario élfico
18535013,1,Lo de CANALES es de genio. https://x.com/i/status/1896396246753186014,lo canales genio
19710006,1,No hay palabras para describir lo de Lamine… Qué genio.,no palabrar describir lo lamine genio
10443852,1,Genio! Crack!,genio crack
18620813,1,ARRANCA POR LA DERECHA EL GENIO DEL FÚTBOL MUNDIAL https://pbs.twimg.com/media/GlJioT7XoAAGHFC?format=jpg&name=900x900,arranca derecha genio fútbol mundial
19056723,1,"Este chad siempre tuvo razón con Cavani, un genio incomprendido https://x.com/i/status/1895623065423503511",este chad siempre razón cavani genio incomprendido
14573062,1,Poco se habla del genio del marketing al que se le ocurrió Enema Lainco: https://pbs.twimg.com/media/Gk3Vk_vWgAAYQV5?format=jpg&name=small,poco hablar genio marketing ocurrir enema lainco
17702597,1,Que genio del marketing... https://x.com/i/status/1895432146808156445,genio marketing
14336686,1,"Recordemos al genio con una de sus mejores frases. #spassky,https://pbs.twimg.com/media/Gk4RckZW8AADZiR?format=jpg&name=small",recorder genio mejores frases spassky
18025982,1,"Chatgpt siempre termina las conversaciones con un emoji de cerveza, lo quiero mucho",chatgpt siempre terminar conversaciones emoji cerveza lo querer
16275758,1,Ua sabía todo eso gracias al genio de @glafferriere,ua saber todo gracias genio
18757303,1,Mientras sigas actualizando el museo sos un genio jaja,mientras sigar actualizar museo sos genio jajar
19359265,0,caradura de mierda https://pbs.twimg.com/media/Gk2fuHAWIAA82oX?format=jpg&name=small,caradura mierda
13670496,0,que caradura hay que ser eh,caradura ser eh
11888685,0,Eres un mierdas y un caradura. https://pbs.twimg.com/media/GlCPCnFWMAAbRLg?format=jpg&name=small,mierdas caradura
18862158,0,"Che @m_cuneolibarona, sos un poquito caradura por no decir mentiroso. https://x.com/i/status/1895039928003650030",che sos poquito caradura no decir mentiroso
17422241,0,Es una caradura #GranHermano,caradura granhermano
13112328,0,Cata pegandose como Garrapata a Furia jaja que Caradura #GranHermano https://pbs.twimg.com/media/GlKJS9jXcAArNYl?format=jpg&name=small,cata pegar él como garrapata furia jaja caradura granhermano
16675735,0,JUGADA DIFICIL DICE !! Penalazo AMARGO CARADURA !!!,jugada dificil decir penalazo amargo caradura
12044870,0,Hay que ser caradura eh https://pbs.twimg.com/media/Fp1Omo-WIAQ-qh7?format=jpg&name=large,ser caradura eh
10168999,0,Mascota caradura y delincuente https://pbs.twimg.com/media/Gk026ceXEAA06yw?format=jpg&name=small,mascota caradura delincuente
16933242,0,"el peor bajón es cuando no lloras, solo te sientes triste y vacío",peor bajón cuando no llorar solo te sentir triste vacío
19412785,0,es un bajón todo esto,bajón todo esto
10931374,0,Volver a Montevideo es un bajón,volver montevideo bajón
15362184,0,Te odio bajón que llega de la nada y los arruina todo .,te odiar bajón llegar nada arruinar todo
12303004,0,todo es un bajón ojalá dormirme y no despertarme nunca más,todo bajón ojalá dormirme no despertar yo nunca más
10684258,0,"Si lees esto no me dejes solo es un bajón, te necesito.",si lees esto no me dejes solo bajón te necesitar
15876984,0,Solo es un domingo de bajón,solo domingo bajón
12964086,0,Es un bajón la placa positiva  #GranHermano,bajón placa positiva granhermano
11836326,0,Es un bajón todo el tiempo :(,bajón todo tiempo
15859568,0,Me dió un bajón tan horrible que lo único que quiero hacer es esconderme.,me deír bajón tan horrible lo único querer hacer esconder yo
10847007,0,"Es un bajón lo que le pasó a Boca, pero papelón o vergüenza es descender de categoría",bajón lo pasar boca papelón vergüenza descender categoría
10385612,0,"Hay que dejar de decir si no es esto, no quiero nada porque nada es un bajón.",dejar decir si no esto no querer nada porque nada bajón
14079856,0,q bajon ser otaku,q bajon ser otaku
10507581,0,q amargada tu vida,q amargada vida
11962447,0,Que bajon ver jugar a boca,bajon ver jugar boca
19482180,0,Que fea me siento últimamente. Días de bajón es sinónimo de verse mal.,fea me sentir últimamente días bajón sinónimo ver él mal
11144306,1,"Sos muy linda, espero que puedas sentirte divina pronto🙏💖",sos muy linda esperar puedas sentirte divina pronto manos_en_oración corazón_brillante
11879424,1,que fruta noble el carnaval norteño,fruta noble carnaval norteño
18862934,0,Cada lunes es un día muerto y el espejo fatalidad,cada lunes día muerto espejo fatalidad
14890509,0,Todas las mañanas del mundo y esta angustia barata,todas mañanas mundo angustiar barata
10678514,1,con este clima está para hacer el amor todo el dia,este clima hacer amor todo diar
17371812,0,"bueno, un tiro dolía menos",bueno tiro doler menos
13104785,0,"Qué garrón cuando veo que alguien se junta con una persona fea de personalidad porque me hacen pensar que son iguales, es como si te juntas con un violín 🙃",garrón cuando ver alguien juntar personar fea personalidad porque me hacer pensar iguales como si te juntar violín cara_al_revés
16441664,0,Que garrón ser hijo único,garrón ser hijo único
15046463,0,Garron ser amigo de Chano y que tipo corte con la novia y te llame para ir a dar una vuelta.,garron ser amigo chano tipo corte novia te llamir ir dar vuelta
13155174,0,Que garron cuando te das cuenta que la persona que creíste conocer no existe más,garron cuando te dar contar persona creíste conocer no existir más
17635667,0,Qué garron ser pecho,garron ser pecho
17445242,0,que garrón ser de boca hermano. mi más sentido pésame,garrón ser boca hermano más pésame
13157077,0,que desgaste mental ver a este river por dios,desgaste mental ver este river dios
13021871,0,"Que garron verte al espejo y que no te guste lo que ves, que garron ser tan inútil como para intentar cambiar pero no poder, que garron",garron verte espejo no te gustar lo ves garron ser tan inútil como intentar cambiar no poder garron
19732011,0,Que cagada ser Claudio Zin,cagada ser claudio zin
15703614,0,"Es un sorete de persona y encima, chorro.",sorete persona encima chorro
15424773,0,A ver qué cagada se manda esta noche...,ver cagada manda noche
11134930,0,La cagada fue haber permitido que todo lo demás estuviera por encima de uno.,cagada haber permitir todo lo demás encima
14429718,0,hacen cagada y uno tiene que dar la cara,hacer cagada dar cara
13017663,0,La cagada es cuando queres que esté en todos lados con vos y no se puede.,cagada cuando queres lados vos no poder
12691236,0,Que cagada de partido,cagada partido
13930752,0,"Hay que decirlo, la cagada se la mandó Martirena.",decir él cagada mandar martirena
17678116,0,"El rediseño de Shrek 5 está horrible, que cagada se lanzaron.",rediseño shrek cinco horrible cagada lanzar
18094943,0,Que cagada de jugador es Lagos.,cagada jugador lagos
15851107,0,"Lagos, DArrigo, antes que acabe el año, deben estar afuera. Son inservibles.",lagos darrigo acabar año deber afuerar inservibles
12923810,0,Fumar es una cagada pero lo que hacen en #GranHermano con los puchos es enfermizo. Es feo de ver,fumar cagada lo hacer granhermano puchos enfermacer feo ver
16342650,0,Que cagada lo de Shakira,cagada lo shakirar
10531252,0,"Cuando la cagas, intentas arreglarlo, la vuelves a cagar y al sumarse esta cagada con la anterior, obtienes una megacagada antológica: https://pbs.twimg.com/media/C0Re7UyXcAAIHDR?format=jpg&name=small",cuando cagas intentas arreglar él vuelves cagar sumar él cagada anterior obtienes megacagada antológica
10639229,1,Todo bostero debe respetar y bancar al ídolo. Será ovacionado por toda la cancha cuando le toque venir a la Bombonera,todo bostero deber respetar bancar ídolo ovacionado toda cancha cuando tocar venir bombonera
16580794,1,"Que lindo ver a Lio y a Ney en un mismo partido, que ganas de ir lpm",lindo ver lio ney mismo partido ganas ir lpm
18337908,1,"Me llevo un gran recuerdo de Chile, me debo a todos ustedes, sepan que este amor es para siempre. https://x.com/i/status/1897850118914572666",me llevar gran recuerdo chile me deber ustedes saber este amor siempre
13465766,0,la desolación que sentí esa madrugada no la había sentido en la vida https://pbs.twimg.com/media/GlZiVNVWEAAteXt?format=jpg&name=small,desolación sentir madrugada no vidar
10260327,0,Creo que después de que Argentina perdió con Arabia no me había bajoneado tanto,creer después argentina perder arabia no me bajoneadir
10234268,0,"Puse lo mismo, real la misma sensacion de amargura",poner lo mismo real misma sensacion amargura
12262979,0,Siento que quede más bajón cuando se la puso en Brasil la verdad,siento quedar más bajón cuando poner brasil verdad
18337151,0,"Real, me traumó",real me traumar
14663601,1,la imagen todavía la siento viva hermana !! horrible,imagen todavía siento viva hermana horrible
16442250,0,"Una bronca, encima se metía en Q3 clavado",bronca encima meter q3 clavado
17179636,0,La desolación fue total.,desolación total
11060751,0,de repente me dieron ganas de llorar,repente me dar ganas llorar
14128849,0,"Fue terrible bajonazo, nos apagó a todos",terrible bajonazo apagar
15582292,0,Imágen que todavía duele,imágir todavía doler
18331958,0,Que chetaje nefasto,chetaje nefasto
12845148,0,Roberto Sotomayor . un político nefasto y una basura de mierda como persona https://pbs.twimg.com/media/GlOG999W0AAt_hT?format=jpg&name=small,roberto sotomayor político nefasto basura mierda como persona
17999309,0,Como roban los equipos mendocinos que increíble,como robar equipos mendocinos increíble
11161672,0,que periodista tan pelotudo y nefasto,periodista tan pelotudo nefasto
11470137,0,Que nefasto que es Closs cuando relata al Barcelona,nefasto closs cuando relatar barcelona
16169467,0,"Que Karma, hasta en Directv está el nefasto de Tito Pucheti",karmar directv nefasto tito pucheti
15710052,0,Nefasto que festejen o se burlen del pibe que murió quemado por robar cables…,nefasto festejen burlen pibir morir quemado robar cables
17719729,0,Nefasto sos vos fracasado de mierda,nefasto sos vos fracasado mierda
11830948,0,Domingo nefasto para Boca y Franquito,domingo nefasto boca franquito
10354055,0,encuentro tan nefasto a nano calderon,encontrar tan nefasto nano calderon
17218510,0,"Si fuéramos serios, en el camerino destituirían a Farías. Que nefasto es y ha sido en Junior.",si serios camerino destituirir farías nefasto ser junior
17598906,0,"Lo repulsivo que es Tato, por lejos el personaje más nefasto de este #GH2025  #GranHeramano https://pbs.twimg.com/media/GlKbjUiWEAAIsZ7?format=jpg&name=small",lo repulsivo tato lejos personaje más nefasto este gh2025 granheramano
19590361,0,Pablo Giralt sentencia amarilla. No existe un relator más nefasto. https://x.com/i/status/1895985142453453169,pablo giralt sentencia amarilla no existir relator más nefasto
17698071,0,"Que nefasto que la gente siga vendiendo tan libremente a los animales por redes, ponete a laburar mejor miserable",nefasto gente seguir vender tan libremente animales redes ponete laburar mejor miserable
18816286,0,Todo este programa es nefasto. Que ser periodista vuelva a ser serio por favor,todo este programa nefasto ser periodista volver ser serio favor
13085504,0,No veo la hora de que se acabe el año nefasto de Boca,no ver hora acabar año nefasto boca
13806484,0,Los hinchas del PSG están puteando a Messi. El club más nefasto del mundo.,hinchas psg putear messi club más nefasto mundo
17813980,1,afortunado al que le presente a mi familia,afortunado presente familia
15664666,0,Y si tu tía es re ortiva,si tir re ortiir
18617070,1,"Se hizo justicia con los calaitas, cuánto me alegro  #COAC2025FINAL https://pbs.twimg.com/media/Gk7tCiDW4AAGhyc?format=jpg&name=large",hacer justicia calaitas cuánto me alegrar coac2025final
18843456,1,En fin vivan los novios se quieren y yo que me alegro 👏🏻👏🏻,fin vivar novios querer me alegrar manos_aplaudiendo_tono_de_piel_claro manos_aplaudiendo_tono_de_piel_claro
15370108,1,"DIEGO LÓPEZ: SADIQ es un gran tipo, me alegro mucho por él",diego lópez sadiq gran tipo me alegrar
16377216,1,"Me alegro rey, gracias por la buena onda.",me alegrar rey gracias buena onda
18594226,1,"Me alegro, todo más que bien 💜",me alegrar todo más bien corazón_morado
13830982,1,"me alegro mucho crack, sigue dándole caña y ten paciencia ❤️",me alegrar crack seguir dar él caña ten paciencia corazón_rojo
17338079,1,Gracias Crack por los ánimos💜,gracias crack ánimos corazón_morado
14649458,1,Me alegro mucho y a la orden siempre,me alegrar orden siempre
16916400,1,El mejor alago que te pueden hacer es que “rico hueles” 🥹✨☺️,mejor alago te poder hacer rico hueles cara_aguantándose_las_lágrimas chispas cara_sonriente
19393854,1,Bien loco bien me alegro,bien loco bien me alegrar
13181865,1,Está volando Langoni. Está bárbaro. Me alegro mucho por él.,volar langoni bárbaro me alegrar
15764748,1,Me encanta sentirme muy fuerte físicamente y estar en forma 🙏🙏,me encantar sentir yo muy fuerte físicamente formar manos_en_oración manos_en_oración
18325697,1,Venezuela está siendo la gran revelación de estas Eliminatorias. Y me alegro mucho. 🇻🇪 https://pbs.twimg.com/media/F8sX4XlWIAAW5pr?format=png&name=small,venezuelar ser gran revelación eliminatorias me alegrar bandera_venezuela
16977814,1,Vamos cobra se viene tu prime definitivo me alegro mucho por vos,ir cobra venir prime definitivo me alegrar vos
11793696,1,Cómo me alegro que a Call Of Duty le haya salido una competencia tan buena como XDefiant. Se vienen buenos tiempos 💙😈,cómo me alegrar call of duty salido competencia tan buena como xdefiant venir buenos tiempos corazón_azul cara_sonriendo_con_cuernos
12174887,1,Que grande!! Muchas gracias x pasar! Me alegro que te haya gustado la muestra 🫂🙏🏼,grande muchas gracias x  pasar me alegrar te gustar mostrar personas_abrazándose manos_en_oración_tono_de_piel_claro_medio
13819118,1,"me alegro de que estén todos bien, abrazo grande amigo.",me alegrar bien abrazo grande amigo
17836277,1,lo feliz que me puede hacer un mate y un día fresco con lluvia,lo feliz me poder hacer mate día fresco lluvia
13155293,1,Me alegro de haberte ayudado en malos momentos❤,me alegrar haberte ayudar malos momentos corazón_rojo
17170919,1,Sos lo mas grande que hay  https://pbs.twimg.com/media/Gldx-9EW4AAcOcu?format=jpg&name=large,sos lo mas grande
16945214,1,vos seguí así franco siempre te voy a bancar,vos seguí así franco siempre te ir bancar
17451903,1,Siempre dije que el pase del negro Enrique a Maradona fue muy clave,siempre decir pase negro enrique maradonar muy clave
14380358,1,Nuestro héroe por las noches. https://pbs.twimg.com/media/GlcnbUcXMAAVrLq?format=jpg&name=small,héroe noches
17731720,1,Los rayos iluminando La Bombonera. MÁGICO 🤩⚡️ https://pbs.twimg.com/media/GlhgziiW4AEFjbq?format=jpg&name=small,rayos iluminar bombonera mágico cara_sonriendo_con_estrellas alto_voltaje
13782010,1,Hola buen día amigo y hermoso espectáculo,holar buen día amigo hermoso espectáculo
11775739,0,"Sale provocando al público, se hace el cancherito, después se sienta a llorar para la foto.",salir provocar público hacer cancherito después sentar llorar foto
19129019,1,La vida es hermosa con 20 grados y post triunfo de Boca.,vida hermosa veinte grados post triunfo boca
13454427,1,El “Feliz dia” es un gesto de alguien que te desea que estes bien y punto. Tomate un té.,feliz dia gesto alguien te desear estes bien punto tomatir té
19055169,1,"Feliz día de la mujer, en especial a mi madre, ella es la mejor mujer.",feliz día mujer especial madre mejor mujer
10279733,0,🔥🤬LAS OBRAS NO ESTAN!  SE LA LLEVARON EN BOLSOS!  HDRMP!! https://x.com/i/status/1898139921568743902,fuego cara_con_símbolos_en_la_bocar obras no estar llevar bolsos hdrmp
13145177,0,"Investiguen a Lucero, tiene las manos amputadas el hdrmp https://x.com/i/status/1898404545203687627",investigar lucero manos amputadas hdrmp
10019781,0,Le exigis Estado a Kicillof y votas a un tipo para que destruya el Estado. HDRMP sos vos,exigis kicillof votas tipo destruir hdrmp sos vos
10073370,0,No es momento para hacer campaña… pelado inutil Hdrmp,no momento hacer campaña pelado inutil hdrmp
16579986,1,"Lo rescató, lo cuidó y se convirtió en su amigo y compañero 😍😍😍 https://x.com/i/status/1898195821385986307",lo rescatar lo cuidar convertir amigo compañero cara_sonriendo_con_ojos_de_corazón cara_sonriendo_con_ojos_de_corazón cara_sonriendo_con_ojos_de_corazón
13747401,1,Todos los animales se sienten mejor en un medio cuidado y amoroso,animales sentir mejor medio cuidado amoroso
11899736,1,Qué que historia tan tan maravillosa,historia tan tan maravillosa
11007554,1,¡Qué belleza! 😘,qué belleza cara_lanzando_un_beso
17477764,1,jajaj se caga de risa el tipazo.,jajaj caer risa tipazo
17926400,1,yo solo reconozco a Maradona y obviamente este TIPAZO https://x.com/i/status/1898432432610652354,solo reconocer maradonar obviamente este tipazo
16445163,1,Hoy me parece un buen día para recordarles la vez que el tipazo de Robbie Williams cantó en vivo en Videomatch en el 2004🙏🏻🇦🇷 https://x.com/i/status/1895254559452471594,hoy me parecer buen día recordarles vez tipazo robbie williams cantar vivo videomatch dos mil cuatro manos_en_oración_tono_de_piel_claro bandera_argentina
17559169,1,"Estoy en el piso, Thuram es un tipazo total https://x.com/i/status/1895267943950491899",estar piso thuram tipazo total
10639487,1,"Sigo sosteniendo la pinta de TIPAZO que tiene Bortoleto, ojalá le vaya bien https://x.com/i/status/1891890550053146876",seguir sostener pinta tipazo bortoleto ojalá vaya bien
16573181,1,Toda persona de bien apoya a bortoleto.,toda persona bien apoyar bortoleto
11637669,0,Yo quiero que le vaya mal así le puedo decir aBORTO LEnTO,querer ir mal así poder decir aborto lento
18175781,1,Lo re banco!,lo re bancir
15047978,1,Se banca a cualquier sudamericano en la máxima. 🤝🏎,banca cualquier sudamericano máxima apretón_de_manos coche_de_carreras
18601607,1,"y son amigos, crecieron juntos, se apoyan.",amigos crecer juntos apoyar
11463377,1,"Julián Álvarez, qué tipazo. 🫶🇦🇷 https://x.com/i/status/1782756107074552070",julián álvarez tipazo manos_formando_un_corazón bandera_argentina
18038447,1,Es un gran hombre lo amo demasiado se merece lo mejor del mundo.,gran hombre lo amar demasiado merecer lo mejor mundo
13772506,1,estos pibitos son lo más grande que hay,pibitos lo más grande
16839507,1,"Tipazo Guille, mira el pedazo de DT que pegó Vélez. Disfrútenlo eh! Señor DT https://x.com/i/status/1898019964239356336",tipazo guille mira pedazo dt pegar vélez disfrútenlo eh señor dt
19149829,1,"q tipazo matute, el mejor camarógrafo https://x.com/i/status/1898252200217850017",q tipazo matutar mejor camarógrafo
14849212,1,Mandaba saludo por el día del niño el tipazo. https://x.com/i/status/1825262753331769632,mandar saludo día niño tipazo
11439785,1,El tipazo ya descubrió futbol libre. Ander Herrera ya es nuestro https://pbs.twimg.com/media/Ghq4XK2XEAA7Ox9?format=jpg&name=900x900,tipazo descubrir futbol libre ander herrera
18208238,1,Feid hace un tema mejor que el otro que tipazo,feid hacer tema mejor tipazo
17008307,1,"ranchin es lo mas grande que hay, que tipazo",ranchin lo mas grande tipazo
12205984,1,Que tipazo Adin Ross que locura,tipazo adin ross locura
16793882,1,"Si el tipazo de Sean Baker está feliz, el mundo es un lugar mejor",si tipazo baker feliz mundo lugar mejor
13163884,0,"Al único violador que aplaudí en mi vida fue a Diego, no me pidan que lo haga por otro",único violador aplaudí vida diego no me pedir lo hacer
14445744,0,Esto es el chavismo violador de los DDHH https://pbs.twimg.com/media/GTwhmjMbwAIFcoG?format=jpg&name=900x900,esto chavismo violador ddhh
12910032,0,"Equi Fernández sos un ladrón un chorro un delincuente a cara descubierta, malhechor, punga amigo de lo ajeno https://pbs.twimg.com/media/FzfjPnuWwAA1mD_?format=jpg&name=small",equi fernández sos ladrón chorro delincuente cara descubiertar malhechor poner amigo lo ajeno
18062718,0,Roba mas que politico,robar mas politico
12912933,1,Buenísimo che!! https://pbs.twimg.com/media/GlcmlQOWAAAwCRL?format=jpg&name=large,buenísimo che
13411591,1,Mateo Messi es buenísimo. https://x.com/i/status/1779178233159684567,mateo messi buenísimo
13550309,1,sebastián yatra sabe que está buenisimo https://x.com/i/status/1896347063467884735,sebastián yatra saber buenisimo
13975220,1,sabes que el capitulo de vikings va a ser buenísimo cuando ragnar aparece así https://x.com/i/status/1898029094094225656,saber capitulo vikings ir ser buenísimo cuando ragnar aparecer así
12754726,1,EL CHILENO ES BUENÍSIMO BUENÍSIMO DE VERDAD,chileno buenísimo buenísimo verdad
18383772,1,Es un fenómeno,fenómeno
13784492,1,"como la vio roman con el chileno, subido totalmente al barco",como ver romar chileno subido totalmente barco
13094492,1,Muy completo. De momento impecable,muy completo momento impecable
19559093,1,"Buenísimo el AMR25 che, gira re bien por suerte https://x.com/i/status/1895468325720949135",buenísimo amr25 che gira re bien suerte
11572542,1,"Jaja este documental de Castolo es buenisimo, el ídolo de los pibes https://x.com/i/status/1785303980660101171",jajar este documental castolo buenisimo ídolo pibes
11256154,1,Lo buenísimo que es Julián Álvarez no tiene sentido.,lo buenísimo julián álvarez no
15070597,1,Que bestia el arquero de quilmes. Campostrini es buenísimo,bestia arquero quilmes campostrini buenísimo
18884398,1,Bellingham es buenísimo. Este tío va a estar 15 años en el Madrid.,bellingham buenísimo este tío ir quince años madrid
18330649,1,Este pibe es BUENISIMO💎 https://pbs.twimg.com/media/Gh8ZOADWwAESYZ2?format=jpg&name=small,este pibir buenisimo piedra_preciosa
19241955,1,Che Delgado es BUENÍSIMO,chaber delgar buenísimo
